"Station ID","Date","Observer","Scope?","Secchi Depth","Conditions"
"SCESC122",4/29/1992 11:00:00,"AA",0,1.00,
"SCESC095",4/29/1992 12:30:00,"AA",0,10.40,
"SCESC055",4/29/1992 13:45:00,"AA",0,12.60,
"SCUCLP14",4/29/1992 16:30:00,"AA",0,9.40,
"SCUCLP13",4/30/1992 15:30:00,"AA",0,12.20,
"SCWAR001",5/1/1992 8:30:00,"AA",0,7.30,
"SCUCLP12",5/1/1992 14:00:00,"AA",0,11.90,
"SCUCLP12",6/2/1992 15:40:00,"AA",0,9.80,
"SCUCLP17",6/23/1992 15:30:00,"AA",0,8.80,
"SCUCLP12",6/30/1992 11:21:00,"AA",0,6.10,
"SCSJR400",7/21/1992 8:45:00,"AA",0,0.60,
"SCSJR350",7/21/1992 10:00:00,"AA",0,1.80,
"SCSJR250",7/21/1992 12:15:00,"AA",0,4.60,
"SCSJR180",7/21/1992 13:45:00,"AA",0,7.00,
"SCUCLP15",7/21/1992 15:15:00,"AA",0,5.50,
"SCCR1410",7/22/1992 11:15:00,"AA",0,0.10,
"SCUCLP18",7/22/1992 12:15:00,"AA",0,2.10,
"SCCR1280",7/22/1992 14:00:00,"AA",0,4.60,
"SCCR1180",7/22/1992 16:15:00,"AA",0,6.40,
"SCUCLP17",7/23/1992 9:15:00,"AA",0,5.50,
"SCUCLP16",7/23/1992 14:00:00,"AA",0,5.50,
"SCUCLP14",7/23/1992 16:00:00,"AA",0,5.80,
"SCUCLP13",7/24/1992 10:15:00,"AA",0,4.60,
"SCUCLP12",7/24/1992 15:00:00,"AA",0,3.70,
"SCUCLP12",9/2/1992 11:00:00,"AA",0,8.50,
"SCUCLP01",9/2/1992 13:30:00,"AA",0,7.70,
"SCUCLP12",10/1/1992 10:30:00,"AA",0,13.00,
"SCWB0200",10/1/1992 12:10:00,"AA",0,11.60,
"SCSJR415",10/20/1992 8:00:00,"AA",0,0.30,
"SCSJR400",10/20/1992 8:40:00,"AA",0,1.40,
"SCSJR250",10/20/1992 11:40:00,"AA",0,5.40,
"SCSJR180",10/20/1992 13:05:00,"AA",0,6.70,
"SCUCLP15",10/20/1992 14:15:00,"AA",0,10.40,
"SCCR1420",10/21/1992 11:00:00,"AA",0,0.20,
"SCUCLP18",10/21/1992 12:05:00,"AA",0,3.20,
"SCCR1280",10/21/1992 13:50:00,"AA",0,3.50,
"SCCR1180",10/21/1992 15:20:00,"AA",0,6.00,
"SCUCLP17",10/22/1992 9:50:00,"AA",0,7.00,
"SCUCLP16",10/22/1992 12:22:00,"AA",0,8.90,
"SCUCLP14",10/22/1992 15:20:00,"AA",0,12.30,
"SCUCLP13",10/23/1992 9:20:00,"AA",0,10.10,
"SCUCLP12",10/23/1992 13:10:00,"AA",0,11.90,
"SCUCLP12",12/11/1992 11:00:00,"AA",0,8.50,
"SCUCLP12",1/8/1993 13:15:00,"AA",0,10.40,
"SCUCLP12",2/1/1993 12:00:00,"BVRR",0,9.80,
"SCSJR400",2/2/1993 10:45:00,"AA",0,0.40,
"SCSJR350",2/2/1993 11:30:00,"AA",0,1.50,
"SCSJR250",2/2/1993 13:10:00,"AA",0,4.90,
"SCSJR180",2/2/1993 14:10:00,"AA",0,4.80,
"SCUCLP15",2/2/1993 16:00:00,"AA",0,5.10,
"SCCR1410",2/3/1993 15:00:00,"AA",0,0.05,
"SCUCLP18",2/3/1993 15:50:00,"AA",0,4.50,
"SCCR1280",2/4/1993 8:40:00,"AA",0,4.90,
"SCCR1180",2/4/1993 10:30:00,"AA",0,7.50,
"SCUCLP17",2/4/1993 12:45:00,"AA",0,9.20,
"SCUCLP16",2/4/1993 16:30:00,"AA",0,8.60,
"SCUCLP12",3/2/1993 10:45:00,"AA",0,14.50,
"SCUCLP01",3/2/1993 11:00:00,"AA",0,14.50,
"SCUCLP12",4/28/1993 10:20:00,"AA",0,9.70,
"SCUCLP12",5/17/1993 12:00:00,"AA",0,8.40,
"SCUCLP14",5/18/1993 8:00:00,"AA",0,9.00,
"SCUCLP16",5/18/1993 10:30:00,"AA",0,9.00,
"SCESC055",5/18/1993 12:00:00,"AA",0,12.00,
"SCUCLP18",5/19/1993 11:30:00,"AA",0,0.25,
"SCCR1280",5/19/1993 13:00:00,"AA",0,0.26,
"SCCR1180",5/19/1993 15:00:00,"AA",0,2.42,
"SCUCLP17",5/20/1993 9:00:00,"AA",0,6.50,
"SCSJR350",5/20/1993 14:42:00,"AA",0,0.70,
"SCSJR250",5/20/1993 17:00:00,"AA",0,3.80,
"SCUCLP13",5/21/1993 15:00:00,"AA",0,8.50,
"SCUCLP12",7/2/1993 10:29:00,"AA",0,3.30,
"SCUCLP12",8/2/1993 9:40:00,"AA",0,6.10,
"SCUCLP13",8/2/1993 14:00:00,"AA",0,3.00,
"SCUCLP14",8/3/1993 8:00:00,"AA",0,4.80,
"SCUCLP16",8/3/1993 10:30:00,"AA",0,4.50,
"SCUCLP16",8/3/1993 10:30:00,"BB",0,6.20,
"SCESC210",8/3/1993 12:54:00,"RRSH",0,2.00,
"SCESC055",8/3/1993 13:00:00,"AA",0,3.50,
"SCESC055",8/3/1993 13:00:00,"BB",0,3.50,
"SCESC195",8/3/1993 13:20:00,"RRSH",0,3.50,
"SCESC120",8/3/1993 13:43:00,"RRSH",0,4.00,
"SCUCLP17",8/3/1993 18:00:00,"AA",0,6.70,
"SCCR1480",8/4/1993 11:00:00,"AA",0,0.70,
"SCUCLP18",8/4/1993 15:15:00,"AA",0,2.20,
"SCUCLP18",8/4/1993 15:15:00,"BB",0,1.70,
"SCCR1280",8/5/1993 9:00:00,"AA",0,3.50,
"SCCR1280",8/5/1993 9:00:00,"BB",0,2.70,
"SCCR1180",8/5/1993 11:40:00,"AA",0,9.20,
"SCCR1180",8/5/1993 11:40:00,"SH",0,7.95,
"SCUCLP15",8/6/1993 8:40:00,"AA",0,8.50,
"SCUCLP15",8/6/1993 8:40:00,"BB",0,6.25,
"SCSJR180",8/6/1993 10:30:00,"AA",0,9.40,
"SCSJR180",8/6/1993 10:30:00,"SH",0,9.35,
"SCSJR250",8/6/1993 12:00:00,"AA",0,10.10,
"SCSJR250",8/6/1993 12:00:00,"MM",0,9.20,
"SCUCLP12",9/1/1993 11:30:00,"AA",0,8.00,
"SCUCLP12",10/5/1993 15:00:00,"AA",0,13.20,
"SCUCLP14",10/6/1993 9:30:00,"AA",0,9.40,
"SCUCLP16",10/6/1993 11:30:00,"JK",0,8.50,
"SCUCLP16",10/6/1993 11:30:00,"SH",0,7.00,
"SCCR1540",10/7/1993 9:30:00,"AA",0,0.30,
"SCUCLP18",10/7/1993 12:00:00,"AA",0,4.20,
"SCCR1280",10/7/1993 14:00:00,"AA",0,5.30,
"SCCR1180",10/7/1993 15:00:00,"AA",0,5.80,
"SCCR0990",10/7/1993 16:15:00,"AA",0,7.00,
"SCUCLP17",10/7/1993 17:00:00,"AA",0,8.00,
"SCESC055",10/8/1993 10:30:00,"AA",0,9.50,
"SCSJR180",10/8/1993 14:30:00,"AA",0,9.90,
"SCSJR495",10/8/1993 15:17:00,"AA",0,1.60,
"SCSJR535",10/8/1993 16:00:00,"AA",0,0.03,
"SCSJR400",10/8/1993 17:00:00,"AA",0,3.20,
"SCUCLP15",10/9/1993 9:30:00,"BV",0,13.80,"G"
"SCUCLP15",10/9/1993 9:30:00,"SH",0,11.50,
"SCUCLP13",10/9/1993 13:30:00,"AA",0,10.50,
"SCUCLP12",11/2/1993 12:00:00,"AA",0,10.00,
"SCUCLP12",12/2/1993 9:30:00,"AA",0,8.00,
"SCUCLP12",1/4/1994 10:25:00,"AA",0,13.10,
"SCUCLP12",2/3/1994 10:30:00,"AA",0,11.10,
"SCUCLP12",3/1/1994 16:30:00,"AA",0,11.00,
"SCUCLP13",3/2/1994 9:00:00,"AA",0,10.80,
"SCUCLP13",3/2/1994 9:00:00,"BB",0,11.30,
"SCUCLP14",3/2/1994 12:04:00,"AA",0,10.00,
"SCESC055",3/2/1994 17:15:00,"AA",0,7.20,
"SCESC095",3/2/1994 18:00:00,"JK",0,6.40,
"SCUCLP16",3/3/1994 9:00:00,"BV",0,6.90,
"SCUCLP16",3/3/1994 9:00:00,"JK",0,6.80,
"SCUCLP16",3/3/1994 9:00:00,"SH",0,7.70,
"SCCR0790",3/3/1994 11:30:00,"AA",0,8.10,
"SCCR0880",3/3/1994 12:30:00,"AA",0,7.70,
"SCUCLP17",3/3/1994 15:30:00,"AA",0,7.60,
"SCUCLP17",3/3/1994 15:30:00,"BB",0,7.10,
"SCCR1280",3/4/1994 9:00:00,"AA",0,5.70,
"SCCR1280",3/4/1994 9:00:00,"BB",0,5.60,
"SCCR1570",3/4/1994 11:45:00,"AA",0,0.20,
"LPCR2487",3/4/1994 16:50:00,"AA",0,4.70,
"SCUCLP18",3/5/1994 8:00:00,"JK",0,5.60,
"SCUCLP18",3/5/1994 8:00:00,"SH",0,5.30,
"SCUCLP18",3/5/1994 8:00:00,"VS",0,5.20,
"SCCR1180",3/5/1994 12:00:00,"BV",0,6.70,
"SCCR1180",3/5/1994 12:00:00,"RR",0,6.10,
"SCCR1180",3/5/1994 12:00:00,"SH",0,6.10,
"SCUCLP15",3/6/1994 12:00:00,"AA",0,9.30,
"SCSJR180",3/6/1994 14:00:00,"AA",0,11.00,
"SCSJR520",3/6/1994 15:00:00,"AA",0,0.10,
"SCSJR250",3/6/1994 16:00:00,"AA",0,10.20,
"SCSJR400",3/6/1994 16:50:00,"AA",0,7.50,
"SCSJR350",3/6/1994 17:45:00,"AA",0,10.80,
"SCSJR350",3/6/1994 17:45:00,"BB",0,11.50,
"SCNAV075",3/8/1994 15:30:00,"SH",0,10.30,
"SCUCLP12",4/8/1994 14:30:00,"AA",0,8.00,
"SCUCLP12",4/28/1994 10:30:00,"AA",0,7.80,
"SCCR1390",5/1/1994 16:30:00,"AA",0,0.35,
"SCCR1420",5/10/1994 14:30:00,"AA",0,0.20,
"SCCR1390",5/10/1994 16:30:00,"AA",0,0.35,
"SCUCLP18",5/10/1994 17:30:00,"AA",0,0.65,
"SCCR1280",5/11/1994 8:00:00,"AA",0,1.15,"P"
"SCCR1180",5/11/1994 9:00:00,"AA",0,5.80,
"SCUCLP17",5/11/1994 11:30:00,"AA",0,5.30,
"SCUCLP16",5/11/1994 16:00:00,"AA",0,6.20,
"SCUCLP16",5/11/1994 16:00:00,"BB",0,6.40,"G"
"SCESC055",5/11/1994 17:15:00,"AA",0,4.70,
"SCESC055",5/11/1994 17:15:00,"SH",0,6.00,
"SCUCLP15",5/12/1994 8:30:00,"AA",0,5.50,
"SCUCLP15",5/12/1994 8:30:00,"BB",0,5.40,
"SCSJR250",5/12/1994 10:30:00,"AA",0,6.90,
"SCSJR440",5/12/1994 12:00:00,"AA",0,0.47,
"SCSJR350",5/12/1994 13:30:00,"AA",0,1.60,
"SCSJR180",5/12/1994 15:00:00,"AA",0,5.00,
"SCUCLP14",5/13/1994 14:00:00,"AA",0,5.70,
"SCUCLP13",5/13/1994 16:30:00,"AA",0,6.70,
"SCLAB001",5/14/1994 8:00:00,"AA",0,7.40,
"SCNAV075",5/14/1994 9:15:00,"AA",0,10.20,
"SCUCLP12",6/7/1994 13:00:00,"AA",0,8.90,
"SCUCLP12",7/7/1994 10:30:00,"AA",0,4.30,
"SCUCLP12",8/1/1994 14:00:00,"AA",0,2.60,
"SCUCLP12",8/1/1994 14:00:00,"BB",0,2.70,
"SCUCLP13",8/1/1994 18:00:00,"AA",0,4.00,"G"
"SCUCLP13",8/1/1994 18:00:00,"BB",0,4.10,"G"
"SCUCLP13",8/2/1994 8:00:00,"AA",0,3.80,
"SCUCLP14",8/2/1994 9:35:00,"AA",0,3.10,"G"
"SCUCLP14",8/2/1994 9:35:00,"SH",0,4.30,"G"
"SCESC208",8/2/1994 13:15:00,"AA",0,0.20,
"SCESC055",8/2/1994 13:30:00,"AA",0,8.20,"F"
"SCESC182",8/2/1994 13:53:00,"SH",0,3.45,"G"
"SCESC151",8/2/1994 14:12:00,"AA",0,7.10,"G"
"SCUCLP16",8/2/1994 15:00:00,"AA",0,2.20,
"SCUCLP16",8/2/1994 15:00:00,"BB",0,2.30,
"SCESC095",8/2/1994 15:05:00,"AA",0,8.70,"G"
"SCESC095",8/2/1994 15:05:00,"BB",0,9.50,"G"
"SCCR1390",8/3/1994 12:00:00,"AA",0,1.80,"G"
"SCCR1500",8/3/1994 12:30:00,"AA",0,0.40,
"SCUCLP18",8/3/1994 14:00:00,"AA",0,3.00,
"SCCR1280",8/3/1994 15:45:00,"AA",0,4.20,"F"
"SCCR1280",8/3/1994 15:45:00,"BB",0,4.90,"F"
"SCCR1280",8/3/1994 15:45:00,"CC",0,4.10,"F"
"SCCR1180",8/3/1994 17:00:00,"AA",0,6.90,
"SCCR1180",8/3/1994 17:00:00,"SH",0,7.60,"F-G"
"SCCR0990",8/4/1994 7:50:00,"AA",0,6.40,"G"
"SCCR0990",8/4/1994 7:50:00,"BB",0,6.00,"G"
"SCUCLP17",8/4/1994 9:00:00,"AA",0,5.30,"F"
"SCUCLP17",8/4/1994 9:00:00,"BB",0,5.70,"F"
"SCCR0880",8/4/1994 13:50:00,"AA",0,4.70,"F"
"SCCR0880",8/4/1994 13:50:00,"BB",0,4.60,"F"
"SCCR0790",8/4/1994 16:00:00,"AA",0,3.20,"G"
"SCCR0790",8/4/1994 16:00:00,"BB",0,3.40,"G"
"SCUCLP15",8/5/1994 9:30:00,"AA",0,6.20,"G"
"SCFAC015",8/5/1994 14:09:00,"AA",0,4.25,"G"
"SCLAB001",8/5/1994 14:53:00,"AA",0,4.25,
"SCNAV075",8/5/1994 15:50:00,"AA",0,4.40,"F"
"SCUCLP12",8/30/1994 15:00:00,"AA",0,5.10,
"SCUCLP15",8/31/1994 9:00:00,"VS",0,8.60,"G"
"SCSJR180",8/31/1994 10:30:00,"AA",0,7.30,"G"
"SCSJR250",8/31/1994 12:00:00,"BV",0,8.00,"E"
"SCSJR250",8/31/1994 12:00:00,"RW",0,8.30,"G"
"SCSJR250",8/31/1994 12:00:00,"VS",0,6.20,"G"
"SCSJR350",8/31/1994 13:15:00,"AA",0,6.00,"E"
"SCSJR350",8/31/1994 13:15:00,"RW",0,5.90,"E"
"SCSJR550",9/2/1994 8:45:00,"AA",0,0.01,"F"
"SCSJR400",9/2/1994 10:45:00,"AA",0,2.50,"SH"
"SCUCLP12",10/13/1994 12:30:00,"AA",0,8.80,
"SCUCLP12",11/10/1994 14:30:00,"AA",0,12.90,
"SCUCLP12",12/4/1994 13:00:00,"AA",0,12.10,
"SCUCLP12",12/4/1994 13:00:00,"SH",0,13.50,"G"
"SCNAV075",12/4/1994 15:00:00,"AA",0,10.70,"G"
"SCNAV075",12/4/1994 15:00:00,"SH",0,13.34,"G"
"SCUCLP13",12/4/1994 15:30:00,"AA",0,12.10,
"SCUCLP13",12/4/1994 15:30:00,"DC",0,12.88,"G"
"SCUCLP13",12/4/1994 15:30:00,"MH",0,13.90,"G"
"SCUCLP14",12/5/1994 12:00:00,"AA",0,10.20,"F"
"SCUCLP14",12/5/1994 12:00:00,"BB",0,11.90,"F"
"SCUCLP15",12/5/1994 14:00:00,"AA",0,8.30,"F"
"SCUCLP15",12/5/1994 14:00:00,"BV",0,10.00,"F"
"SCSJR180",12/5/1994 15:30:00,"BV",0,10.50,
"SCSJR180",12/5/1994 15:30:00,"NH",0,9.10,
"SCSJR524",12/5/1994 15:40:00,"AA",0,0.30,
"SCSJR400",12/5/1994 16:45:00,"SH",0,4.13,"F"
"SCSJR350",12/5/1994 17:00:00,"AA",0,4.30,"F-P"
"SCSJR350",12/5/1994 17:00:00,"SH",0,4.12,"F-P"
"SCSJR250",12/6/1994 9:00:00,"AA",0,6.30,"G"
"SCSJR250",12/6/1994 9:00:00,"BB",0,5.60,"G"
"SCSJR250",12/6/1994 9:00:00,"CC",0,5.60,"G"
"SCUCLP16",12/6/1994 12:30:00,"AA",0,9.80,"G-F"
"SCUCLP16",12/6/1994 12:30:00,"BB",0,9.90,"G-F"
"SCUCLP16",12/6/1994 12:30:00,"CC",0,10.50,"G-F"
"SCUCLP16",12/6/1994 12:30:00,"SH",0,12.90,"G-F"
"SCCR0790",12/6/1994 13:45:00,"MH",0,10.50,"G"
"SCCR0790",12/6/1994 13:45:00,"SH",0,11.30,"G"
"SCCR0880",12/6/1994 15:08:00,"DL",0,9.30,"F"
"SCCR0880",12/6/1994 15:08:00,"MH",0,8.00,"F"
"SCCR0880",12/6/1994 15:08:00,"SH",0,9.50,"F"
"SCUCLP18",12/7/1994 10:30:00,"AA",0,4.10,"F"
"SCUCLP18",12/7/1994 10:30:00,"BB",0,3.30,"F"
"SCUCLP18",12/7/1994 10:30:00,"CC",0,2.90,"F"
"SCUCLP18",12/7/1994 10:30:00,"DD",0,3.20,"F"
"SCCR1540",12/7/1994 11:00:00,"AA",0,0.30,"F"
"SCCR1280",12/7/1994 11:50:00,"AA",0,3.30,"P"
"SCCR1280",12/7/1994 11:50:00,"SH",0,3.10,"P"
"SCCR1420",12/7/1994 12:00:00,"AA",0,2.10,
"SCCR1390",12/7/1994 13:00:00,"AA",0,2.40,
