Station.ID	Date	Depth	T
LPCR0024	5/2/2008 10:00:00	122	6.46
LPCR0024	5/2/2008 10:00:00	123.3	6.46
LPCR0024	6/4/2004 13:30:00	101.4	6.47
LPCR0024	5/2/2008 10:00:00	110.2	6.47
LPCR0024	5/3/2004 10:30:00	117.3	6.48
LPCR0024	5/3/2004 10:30:00	119.8	6.48
LPCR0024	5/3/2004 10:30:00	121.1	6.48
LPCR0024	10/12/2007 10:30:00	124.3	6.48
LPCR0024	5/3/2004 10:30:00	114.6	6.49
LPCR0024	6/4/2004 13:30:00	97.6	6.49
LPCR0024	6/4/2004 13:30:00	98.8	6.49
LPCR0024	7/1/2004 10:30:00	107.7	6.49
LPCR0024	7/1/2004 10:30:00	110.3	6.49
LPCR0024	7/1/2004 10:30:00	113.1	6.49
LPCR0024	7/1/2004 10:30:00	115.7	6.49
LPCR0024	7/1/2004 10:30:00	118.2	6.49
LPCR0024	7/1/2004 10:30:00	120.9	6.49
LPCR0024	7/1/2004 10:30:00	121.9	6.49
LPCR0024	10/12/2007 10:30:00	117.1	6.49
LPCR0024	10/12/2007 10:30:00	120.6	6.49
LPCR0024	5/2/2008 10:00:00	106.3	6.49
LPCR0024	5/3/2004 10:30:00	112	6.5
LPCR0024	7/1/2004 10:30:00	105.4	6.5
LPCR0024	10/12/2007 10:30:00	114.9	6.5
LPCR0024	5/2/2008 10:00:00	102.4	6.5
LPCR0024	7/1/2004 10:30:00	103	6.51
LPCR0024	6/9/2007 10:45:00	84.2	6.51
LPCR0024	10/12/2007 10:30:00	111.3	6.51
LPCR0024	5/3/2004 10:30:00	109.5	6.52
LPCR0024	6/4/2004 13:30:00	94.8	6.52
LPCR0024	7/1/2004 10:30:00	100.5	6.52
LPCR0024	10/12/2007 10:30:00	107.7	6.52
LPCR0024	12/10/2007 13:45:00	120.2	6.52
LPCR0024	5/2/2008 10:00:00	94.8	6.52
LPCR0024	5/2/2008 10:00:00	98.6	6.52
LPCR0024	7/1/2004 10:30:00	98.1	6.53
LPCR0024	4/27/2007 9:30:00	79.2	6.53
LPCR0024	10/12/2007 10:30:00	107.6	6.53
LPCR0024	12/10/2007 13:45:00	118.2	6.53
LPCR0024	12/10/2007 13:45:00	122.5	6.53
LPCR0024	5/3/2004 10:30:00	104.4	6.54
LPCR0024	5/3/2004 10:30:00	106.9	6.54
LPCR0024	6/4/2004 13:30:00	90.8	6.54
LPCR0024	12/10/2007 13:45:00	115.5	6.54
LPCR0024	5/3/2004 10:30:00	96.6	6.55
LPCR0024	5/3/2004 10:30:00	99.1	6.55
LPCR0024	5/3/2004 10:30:00	101.8	6.55
LPCR0024	7/1/2004 10:30:00	95.7	6.55
LPCR0024	6/9/2007 10:45:00	81.5	6.55
LPCR0024	10/12/2007 10:30:00	103.8	6.55
LPCR0024	12/10/2007 13:45:00	111.5	6.55
LPCR0024	5/2/2008 10:00:00	90.9	6.55
LPCR0024	6/14/2008 12:30:00	125.1	6.55
LPCR0024	6/14/2008 12:30:00	128.8	6.55
LPCR0024	6/14/2008 12:30:00	133	6.55
LPCR0024	12/10/2007 13:45:00	124.1	6.56
LPCR0024	6/14/2008 12:30:00	120.1	6.56
LPCR0024	5/3/2004 10:30:00	93.9	6.57
LPCR0024	5/2/2008 10:00:00	87	6.57
LPCR0024	5/3/2004 10:30:00	91.1	6.58
LPCR0024	7/19/2007 15:15:00	79.6	6.58
LPCR0024	12/10/2007 13:45:00	107.7	6.58
LPCR0024	12/10/2007 13:45:00	125.9	6.59
LPCR0024	6/14/2008 12:30:00	115	6.59
LPCR0024	5/3/2004 10:30:00	88.4	6.6
LPCR0024	7/1/2004 10:30:00	93.2	6.6
LPCR0024	3/17/2007 16:00:00	123.4	6.6
LPCR0024	3/17/2007 16:00:00	124.6	6.6
LPCR0024	5/3/2004 10:30:00	85.9	6.61
LPCR0024	3/17/2007 16:00:00	125.8	6.61
LPCR0024	6/9/2007 10:45:00	78.8	6.61
LPCR0024	5/2/2008 10:00:00	83	6.61
LPCR0024	3/17/2007 16:00:00	119.5	6.62
LPCR0024	7/19/2007 15:15:00	78.4	6.62
LPCR0024	10/12/2007 10:30:00	100	6.62
LPCR0024	12/10/2007 13:45:00	103.9	6.62
LPCR0024	2/26/2008 11:15:00	112.3	6.63
LPCR0024	2/26/2008 11:15:00	114.9	6.63
LPCR0024	5/2/2008 10:00:00	78.9	6.63
LPCR0024	6/14/2008 12:30:00	110.1	6.63
LPCR0024	7/1/2004 10:30:00	90.4	6.64
LPCR0024	4/27/2007 9:30:00	75.4	6.64
LPCR0024	12/10/2007 13:45:00	100.2	6.64
LPCR0024	2/26/2008 11:15:00	109.9	6.64
LPCR0024	6/4/2004 13:30:00	86.8	6.65
LPCR0024	3/17/2007 16:00:00	115.7	6.65
LPCR0024	2/26/2008 11:15:00	107.3	6.65
LPCR0024	2/26/2008 11:15:00	116.8	6.65
LPCR0024	2/26/2008 11:15:00	117.6	6.65
LPCR0024	5/2/2008 10:00:00	76	6.65
LPCR0024	6/14/2008 12:30:00	105	6.65
LPCR0024	5/3/2004 10:30:00	83.2	6.66
LPCR0024	10/12/2007 10:30:00	95.9	6.66
LPCR0024	3/9/2008 12:30:00	116.2	6.66
LPCR0024	7/1/2004 10:30:00	87.9	6.67
LPCR0024	8/26/2004 11:00:00	113.1	6.67
LPCR0024	8/26/2004 11:00:00	118.4	6.67
LPCR0024	8/26/2004 11:00:00	119.5	6.67
LPCR0024	3/17/2007 16:00:00	111.7	6.67
LPCR0024	2/26/2008 11:15:00	102.4	6.67
LPCR0024	2/26/2008 11:15:00	104.7	6.67
LPCR0024	2/26/2008 11:15:00	118.7	6.67
LPCR0024	3/9/2008 12:30:00	107.1	6.67
LPCR0024	3/9/2008 12:30:00	113.4	6.67
LPCR0024	3/9/2008 12:30:00	118.7	6.67
LPCR0024	3/9/2008 12:30:00	121.1	6.67
LPCR0024	3/9/2008 12:30:00	122.1	6.67
LPCR0024	8/26/2004 11:00:00	115.9	6.68
LPCR0024	2/26/2008 11:15:00	119.8	6.68
LPCR0024	3/9/2008 12:30:00	103.3	6.68
LPCR0024	3/9/2008 12:30:00	110.5	6.68
LPCR0024	3/11/2008 15:30:00	112.7	6.68
LPCR0024	3/11/2008 15:30:00	116.4	6.68
LPCR0024	3/11/2008 15:30:00	120.3	6.68
LPCR0024	3/11/2008 15:30:00	121.6	6.68
LPCR0024	3/11/2008 15:30:00	122.8	6.68
LPCR0024	6/14/2008 12:30:00	99.9	6.68
LPCR0024	10/29/2008 15:50:00	119.8	6.68
LPCR0024	10/29/2008 15:50:00	126	6.68
LPCR0024	10/29/2008 15:50:00	129.9	6.68
LPCR0024	12/10/2007 13:45:00	96.5	6.69
LPCR0024	2/26/2008 11:15:00	99.8	6.69
LPCR0024	2/26/2008 11:15:00	123.1	6.69
LPCR0024	3/9/2008 12:30:00	99.3	6.69
LPCR0024	6/14/2008 12:30:00	94.8	6.69
LPCR0024	8/26/2004 11:00:00	108	6.7
LPCR0024	8/26/2004 11:00:00	110.5	6.7
LPCR0024	3/17/2007 16:00:00	107.9	6.7
LPCR0024	2/26/2008 11:15:00	121.9	6.7
LPCR0024	3/11/2008 15:30:00	105.1	6.7
LPCR0024	3/11/2008 15:30:00	108.8	6.7
LPCR0024	5/2/2008 10:00:00	72.2	6.7
LPCR0024	5/3/2004 10:30:00	80.7	6.71
LPCR0024	3/9/2008 12:30:00	95.6	6.71
LPCR0024	3/11/2008 15:30:00	101.2	6.71
LPCR0024	8/26/2004 11:00:00	105.3	6.72
LPCR0024	9/9/2004 14:45:00	115.6	6.72
LPCR0024	6/9/2007 10:45:00	76.2	6.72
LPCR0024	3/9/2008 12:30:00	87.8	6.72
LPCR0024	3/9/2008 12:30:00	91.7	6.72
LPCR0024	3/11/2008 15:30:00	93.4	6.72
LPCR0024	3/11/2008 15:30:00	97.3	6.72
LPCR0024	10/29/2008 15:50:00	113.6	6.72
LPCR0024	5/3/2004 10:30:00	78	6.73
LPCR0024	9/9/2004 14:45:00	111.7	6.73
LPCR0024	9/9/2004 14:45:00	118	6.73
LPCR0024	9/9/2004 14:45:00	118.6	6.73
LPCR0024	4/27/2007 9:30:00	71.2	6.73
LPCR0024	10/12/2007 10:30:00	92.2	6.73
LPCR0024	12/10/2007 13:45:00	92.9	6.73
LPCR0024	3/9/2008 12:30:00	79.9	6.73
LPCR0024	3/9/2008 12:30:00	83.8	6.73
LPCR0024	3/11/2008 15:30:00	85.6	6.73
LPCR0024	3/11/2008 15:30:00	89.5	6.73
LPCR0024	8/26/2004 11:00:00	102.8	6.74
LPCR0024	2/26/2008 11:15:00	95.9	6.74
LPCR0024	3/11/2008 15:30:00	81.8	6.74
LPCR0024	5/2/2008 10:00:00	68.3	6.74
LPCR0024	5/2/2008 10:00:00	69.6	6.74
LPCR0024	9/9/2004 14:45:00	107.6	6.75
LPCR0024	12/10/2007 13:45:00	89	6.75
LPCR0024	3/9/2008 12:30:00	75.8	6.75
LPCR0024	3/11/2008 15:30:00	77.8	6.75
LPCR0024	8/26/2004 11:00:00	100.2	6.76
LPCR0024	7/19/2007 15:15:00	75.2	6.76
LPCR0024	5/2/2008 10:00:00	67.2	6.76
LPCR0024	6/14/2008 12:30:00	90.8	6.76
LPCR0024	9/9/2004 14:45:00	103.9	6.77
LPCR0024	2/26/2008 11:15:00	92.1	6.77
LPCR0024	5/2/2008 10:00:00	64.5	6.77
LPCR0024	5/2/2008 10:00:00	65.9	6.77
LPCR0024	10/29/2008 15:50:00	107.2	6.77
LPCR0024	7/1/2004 10:30:00	85.3	6.78
LPCR0024	10/12/2007 10:30:00	88.3	6.78
LPCR0024	12/10/2007 13:45:00	85.3	6.78
LPCR0024	3/9/2008 12:30:00	71.6	6.78
LPCR0024	9/9/2004 14:45:00	100	6.79
LPCR0024	3/9/2008 12:30:00	68	6.79
LPCR0024	3/9/2008 12:30:00	69.2	6.79
LPCR0024	3/11/2008 15:30:00	73.8	6.79
LPCR0024	5/2/2008 10:00:00	60.5	6.79
LPCR0024	6/4/2004 13:30:00	83	6.8
LPCR0024	8/26/2004 11:00:00	97.7	6.8
LPCR0024	3/9/2008 12:30:00	66.7	6.8
LPCR0024	5/2/2008 10:00:00	57.8	6.8
LPCR0024	10/29/2008 15:50:00	102.1	6.8
LPCR0024	9/9/2004 14:45:00	96	6.81
LPCR0024	3/11/2008 15:30:00	69.8	6.81
LPCR0024	6/14/2008 12:30:00	87	6.81
LPCR0024	8/26/2004 11:00:00	95	6.82
LPCR0024	2/26/2008 11:15:00	88.3	6.82
LPCR0024	3/9/2008 12:30:00	65.6	6.82
LPCR0024	6/9/2007 10:45:00	73.6	6.83
LPCR0024	3/11/2008 15:30:00	65.7	6.83
LPCR0024	7/1/2004 10:30:00	82.7	6.84
LPCR0024	3/17/2007 16:00:00	100.3	6.84
LPCR0024	3/17/2007 16:00:00	104.1	6.84
LPCR0024	12/10/2007 13:45:00	81.4	6.84
LPCR0024	10/29/2008 15:50:00	95.8	6.84
LPCR0024	8/26/2004 11:00:00	92.4	6.85
LPCR0024	3/11/2008 15:30:00	61.9	6.85
LPCR0024	5/2/2008 10:00:00	53.8	6.85
LPCR0024	9/9/2004 14:45:00	92.1	6.86
LPCR0024	7/19/2007 15:15:00	71.6	6.86
LPCR0024	2/26/2008 11:15:00	84.4	6.86
LPCR0024	3/9/2008 12:30:00	62.9	6.86
LPCR0024	3/9/2008 12:30:00	64.1	6.86
LPCR0024	6/14/2008 12:30:00	83.2	6.86
LPCR0024	4/7/2004 14:30:00	113.7	6.87
LPCR0024	4/7/2004 14:30:00	116.3	6.87
LPCR0024	4/7/2004 14:30:00	118.6	6.87
LPCR0024	4/7/2004 14:30:00	119.3	6.87
LPCR0024	4/7/2004 14:30:00	121.3	6.87
LPCR0024	4/7/2004 14:30:00	122.1	6.87
LPCR0024	4/27/2007 9:30:00	67.5	6.87
LPCR0024	10/12/2007 10:30:00	84.3	6.87
LPCR0024	4/7/2004 14:30:00	109.9	6.88
LPCR0024	7/1/2004 10:30:00	79.9	6.88
LPCR0024	8/26/2004 11:00:00	89.7	6.88
LPCR0024	9/9/2004 14:45:00	88.1	6.88
LPCR0024	10/6/2004 10:00:00	116.5	6.88
LPCR0024	10/6/2004 10:00:00	118.3	6.88
LPCR0024	3/17/2007 16:00:00	92.6	6.88
LPCR0024	3/17/2007 16:00:00	96.4	6.88
LPCR0024	10/29/2008 15:50:00	89.3	6.88
LPCR0024	4/7/2004 14:30:00	102.3	6.89
LPCR0024	4/7/2004 14:30:00	106.1	6.89
LPCR0024	5/3/2004 10:30:00	75.3	6.89
LPCR0024	8/26/2004 11:00:00	87	6.89
LPCR0024	3/17/2007 16:00:00	88.6	6.89
LPCR0024	2/26/2008 11:15:00	80.4	6.89
LPCR0024	3/11/2008 15:30:00	57.9	6.89
LPCR0024	5/2/2008 10:00:00	49.7	6.89
LPCR0024	4/7/2004 14:30:00	98.2	6.9
LPCR0024	10/30/2004 12:00:00	114.5	6.9
LPCR0024	10/30/2004 12:00:00	117.1	6.9
LPCR0024	11/4/2004 11:30:00	116.4	6.9
LPCR0024	11/4/2004 11:30:00	118	6.9
LPCR0024	3/9/2008 12:30:00	61.5	6.9
LPCR0024	6/6/1995 14:30:00	141.5	6.91
LPCR0024	6/6/1995 14:30:00	142.9	6.91
LPCR0024	6/12/1995 16:30:00	141.8	6.91
LPCR0024	6/3/1997 11:30:00	93.2	6.91
LPCR0024	6/3/1997 11:30:00	98.6	6.91
LPCR0024	8/26/2004 11:00:00	84.3	6.91
LPCR0024	10/6/2004 10:00:00	112.5	6.91
LPCR0024	10/30/2004 12:00:00	112.1	6.91
LPCR0024	10/30/2004 12:00:00	115.7	6.91
LPCR0024	10/30/2004 12:00:00	118	6.91
LPCR0024	11/4/2004 11:30:00	115.2	6.91
LPCR0024	11/4/2004 11:30:00	117.4	6.91
LPCR0024	12/10/2007 13:45:00	77.5	6.91
LPCR0024	2/26/2008 11:15:00	76.5	6.91
LPCR0024	10/29/2008 15:50:00	82.9	6.91
LPCR0024	6/6/1995 14:30:00	138.6	6.92
LPCR0024	6/12/1995 16:30:00	137.8	6.92
LPCR0024	6/12/1995 16:30:00	148.8	6.92
LPCR0024	6/30/1995 15:30:00	150	6.92
LPCR0024	6/30/1995 15:30:00	151.4	6.92
LPCR0024	6/30/1995 15:30:00	152.5	6.92
LPCR0024	6/30/1995 15:30:00	153.4	6.92
LPCR0024	6/3/1997 11:30:00	91.7	6.92
LPCR0024	6/3/1997 11:30:00	102.4	6.92
LPCR0024	4/7/2004 14:30:00	94.3	6.92
LPCR0024	11/4/2004 11:30:00	112.6	6.92
LPCR0024	11/19/2004 13:00:00	112.8	6.92
LPCR0024	11/19/2004 13:00:00	114.1	6.92
LPCR0024	11/19/2004 13:00:00	115.3	6.92
LPCR0024	11/19/2004 13:00:00	116.7	6.92
LPCR0024	11/19/2004 13:00:00	117.3	6.92
LPCR0024	11/24/2004 13:00:00	114.2	6.92
LPCR0024	6/9/2007 10:45:00	70.8	6.92
LPCR0024	6/30/1995 15:30:00	143.9	6.93
LPCR0024	9/9/2004 14:45:00	84.4	6.93
LPCR0024	10/30/2004 12:00:00	109.4	6.93
LPCR0024	11/19/2004 13:00:00	110.2	6.93
LPCR0024	11/24/2004 13:00:00	111.6	6.93
LPCR0024	11/24/2004 13:00:00	115.6	6.93
LPCR0024	11/24/2004 13:00:00	116.9	6.93
LPCR0024	7/19/2007 15:15:00	67.7	6.93
LPCR0024	3/11/2008 15:30:00	53.8	6.93
LPCR0024	6/6/1995 14:30:00	133.8	6.94
LPCR0024	6/12/1995 16:30:00	128.2	6.94
LPCR0024	11/4/2004 11:30:00	107.4	6.94
LPCR0024	11/4/2004 11:30:00	110	6.94
LPCR0024	11/24/2004 13:00:00	109	6.94
LPCR0024	6/14/2008 12:30:00	79.3	6.94
LPCR0024	12/3/2004 14:00:00	116	6.95
LPCR0024	6/30/1995 15:30:00	136.3	6.95
LPCR0024	4/30/1997 12:00:00	84	6.95
LPCR0024	4/7/2004 14:30:00	90.4	6.95
LPCR0024	6/4/2004 13:30:00	80.2	6.95
LPCR0024	11/24/2004 13:00:00	106.4	6.95
LPCR0024	12/3/2004 14:00:00	114.9	6.95
LPCR0024	3/17/2007 16:00:00	84.9	6.95
LPCR0024	12/10/2007 13:45:00	73.5	6.95
LPCR0024	6/6/1995 14:30:00	126.1	6.96
LPCR0024	6/3/1997 11:30:00	87.4	6.96
LPCR0024	8/26/2004 11:00:00	81.8	6.96
LPCR0024	10/6/2004 10:00:00	107.6	6.96
LPCR0024	10/30/2004 12:00:00	101.5	6.96
LPCR0024	10/30/2004 12:00:00	104.1	6.96
LPCR0024	10/30/2004 12:00:00	106.7	6.96
LPCR0024	11/4/2004 11:30:00	102.3	6.96
LPCR0024	11/4/2004 11:30:00	104.9	6.96
LPCR0024	12/3/2004 14:00:00	109.8	6.96
LPCR0024	12/3/2004 14:00:00	113.7	6.96
LPCR0024	12/3/2004 14:00:00	116.9	6.96
LPCR0024	3/17/2007 16:00:00	80.9	6.96
LPCR0024	3/9/2008 12:30:00	57.6	6.96
LPCR0024	6/14/2008 12:30:00	75.3	6.96
LPCR0024	6/12/1995 16:30:00	124.5	6.97
LPCR0024	8/8/1995 13:30:00	147	6.97
LPCR0024	8/8/1995 13:30:00	152	6.97
LPCR0024	4/30/1997 12:00:00	81.5	6.97
LPCR0024	4/30/1997 12:00:00	87	6.97
LPCR0024	11/4/2004 11:30:00	99.7	6.97
LPCR0024	11/24/2004 13:00:00	103.8	6.97
LPCR0024	12/3/2004 14:00:00	112.4	6.97
LPCR0024	3/17/2007 16:00:00	76.9	6.97
LPCR0024	10/12/2007 10:30:00	80.5	6.97
LPCR0024	2/26/2008 11:15:00	72.5	6.97
LPCR0024	3/11/2008 15:30:00	49.8	6.97
LPCR0024	5/2/2008 10:00:00	47.4	6.97
LPCR0024	6/6/1995 14:30:00	121.3	6.98
LPCR0024	4/30/1997 12:00:00	85	6.98
LPCR0024	4/30/1997 12:00:00	92	6.98
LPCR0024	7/1/2004 10:30:00	77	6.98
LPCR0024	9/9/2004 14:45:00	80.3	6.98
LPCR0024	10/30/2004 12:00:00	96.1	6.98
LPCR0024	10/30/2004 12:00:00	98.8	6.98
LPCR0024	11/19/2004 13:00:00	106.4	6.98
LPCR0024	11/24/2004 13:00:00	101.3	6.98
LPCR0024	12/3/2004 14:00:00	106	6.98
LPCR0024	10/12/2007 10:30:00	76.7	6.98
LPCR0024	2/26/2008 11:15:00	68.5	6.98
LPCR0024	6/14/2008 12:30:00	71.3	6.98
LPCR0024	6/30/1995 15:30:00	130.1	6.99
LPCR0024	6/3/1997 11:30:00	104.4	6.99
LPCR0024	10/6/2004 10:00:00	102.4	6.99
LPCR0024	11/24/2004 13:00:00	98.7	6.99
LPCR0024	4/30/1997 12:00:00	85.5	7
LPCR0024	4/30/1997 12:00:00	89.4	7
LPCR0024	6/3/1997 11:30:00	83.5	7
LPCR0024	8/26/2004 11:00:00	79.1	7
LPCR0024	10/6/2004 10:00:00	97.3	7
LPCR0024	12/3/2004 14:00:00	102.2	7
LPCR0024	9/12/1995 17:15:00	152.7	7.01
LPCR0024	4/7/2004 14:30:00	86.5	7.01
LPCR0024	10/30/2004 12:00:00	93.4	7.01
LPCR0024	11/4/2004 11:30:00	97.2	7.01
LPCR0024	11/19/2004 13:00:00	102.5	7.01
LPCR0024	6/9/2007 10:45:00	68.2	7.01
LPCR0024	2/26/2008 11:15:00	64.5	7.01
LPCR0024	3/9/2008 12:30:00	53.6	7.01
LPCR0024	10/29/2008 15:50:00	77.8	7.01
LPCR0024	4/30/1997 12:00:00	93.2	7.02
LPCR0024	4/7/2004 14:30:00	82.3	7.02
LPCR0024	6/4/2004 13:30:00	77.7	7.02
LPCR0024	10/6/2004 10:00:00	91.9	7.02
LPCR0024	3/17/2007 16:00:00	73	7.02
LPCR0024	2/26/2008 11:15:00	56.4	7.02
LPCR0024	2/26/2008 11:15:00	60.4	7.02
LPCR0024	4/30/1997 12:00:00	78.3	7.03
LPCR0024	7/8/1997 9:00:00	99.1	7.03
LPCR0024	2/26/2008 11:15:00	52.6	7.03
LPCR0024	6/30/1995 15:30:00	123.6	7.04
LPCR0024	8/8/1995 13:30:00	137.1	7.04
LPCR0024	7/8/1997 9:00:00	101.4	7.04
LPCR0024	8/26/2004 11:00:00	76.3	7.04
LPCR0024	11/4/2004 11:30:00	94.5	7.04
LPCR0024	11/19/2004 13:00:00	98.6	7.04
LPCR0024	11/24/2004 13:00:00	93.6	7.04
LPCR0024	10/4/1995 13:00:00	147.2	7.05
LPCR0024	10/4/1995 13:00:00	154.8	7.05
LPCR0024	9/9/2004 14:45:00	76.3	7.05
LPCR0024	10/30/2004 12:00:00	90.6	7.05
LPCR0024	11/24/2004 13:00:00	90.9	7.05
LPCR0024	12/3/2004 14:00:00	98.4	7.05
LPCR0024	6/4/2005 10:25:00	117.9	7.05
LPCR0024	6/4/2005 10:25:00	121.7	7.05
LPCR0024	6/4/2005 10:25:00	122.9	7.05
LPCR0024	2/26/2008 11:15:00	50	7.05
LPCR0024	6/14/2008 12:30:00	67.3	7.05
LPCR0024	9/12/1995 17:15:00	139.1	7.06
LPCR0024	9/12/1995 17:15:00	141.1	7.06
LPCR0024	8/13/1997 12:30:00	97.7	7.06
LPCR0024	4/7/2004 14:30:00	78.5	7.06
LPCR0024	7/1/2004 10:30:00	74.2	7.06
LPCR0024	10/6/2004 10:00:00	86.7	7.06
LPCR0024	11/19/2004 13:00:00	94.7	7.06
LPCR0024	5/4/2005 15:00:00	111.1	7.06
LPCR0024	5/4/2005 15:00:00	113.8	7.06
LPCR0024	5/4/2005 15:00:00	115.1	7.06
LPCR0024	5/4/2005 15:00:00	116	7.06
LPCR0024	6/4/2005 10:25:00	114.1	7.06
LPCR0024	12/10/2007 13:45:00	69.5	7.06
LPCR0024	7/8/1997 9:00:00	94.9	7.07
LPCR0024	7/8/1997 9:00:00	114.5	7.07
LPCR0024	8/26/2004 11:00:00	73.6	7.07
LPCR0024	6/4/2005 10:25:00	110.2	7.07
LPCR0024	3/17/2007 16:00:00	70.3	7.07
LPCR0024	6/9/2007 10:45:00	65.4	7.07
LPCR0024	7/19/2007 15:15:00	63.7	7.07
LPCR0024	6/6/1995 14:30:00	107	7.08
LPCR0024	6/12/1995 16:30:00	113.3	7.08
LPCR0024	8/8/1995 13:30:00	127.1	7.08
LPCR0024	9/12/1995 17:15:00	136.2	7.08
LPCR0024	10/4/1995 13:00:00	137	7.08
LPCR0024	11/14/1995 13:30:00	151.5	7.08
LPCR0024	11/29/1995 14:00:00	151.2	7.08
LPCR0024	6/3/1997 11:30:00	81.3	7.08
LPCR0024	8/13/1997 12:30:00	94.1	7.08
LPCR0024	8/13/1997 12:30:00	102.2	7.08
LPCR0024	11/4/2004 11:30:00	91.8	7.08
LPCR0024	5/4/2005 15:00:00	107.3	7.08
LPCR0024	6/4/2005 10:25:00	106.4	7.08
LPCR0024	10/12/2007 10:30:00	72.8	7.08
LPCR0024	2/26/2008 11:15:00	47.3	7.08
LPCR0024	3/9/2008 12:30:00	49.6	7.08
LPCR0024	3/11/2008 15:30:00	45.8	7.08
LPCR0024	11/14/1995 13:30:00	144	7.09
LPCR0024	11/29/1995 14:00:00	147.6	7.09
LPCR0024	11/29/1995 14:00:00	152.4	7.09
LPCR0024	4/30/1997 12:00:00	96.3	7.09
LPCR0024	7/8/1997 9:00:00	106.6	7.09
LPCR0024	5/3/2004 10:30:00	72.6	7.09
LPCR0024	11/19/2004 13:00:00	90.8	7.09
LPCR0024	7/12/2005 12:30:00	122	7.09
LPCR0024	7/12/2005 12:30:00	124.6	7.09
LPCR0024	7/12/2005 12:30:00	127.1	7.09
LPCR0024	7/12/2005 12:30:00	128.3	7.09
LPCR0024	7/12/2005 12:30:00	128.8	7.09
LPCR0024	6/30/1995 15:30:00	118.2	7.1
LPCR0024	12/11/1995 12:30:00	142.3	7.1
LPCR0024	12/11/1995 12:30:00	147.1	7.1
LPCR0024	12/11/1995 12:30:00	151.1	7.1
LPCR0024	6/3/1997 11:30:00	107.5	7.1
LPCR0024	7/8/1997 9:00:00	103.7	7.1
LPCR0024	7/8/1997 9:00:00	110.5	7.1
LPCR0024	12/3/2004 14:00:00	94.4	7.1
LPCR0024	5/4/2005 15:00:00	99.7	7.1
LPCR0024	7/12/2005 12:30:00	116.8	7.1
LPCR0024	7/12/2005 12:30:00	119.4	7.1
LPCR0024	3/9/2008 12:30:00	47	7.1
LPCR0024	9/12/1995 17:15:00	132	7.11
LPCR0024	11/14/1995 13:30:00	136.9	7.11
LPCR0024	4/30/1997 12:00:00	75.1	7.11
LPCR0024	8/13/1997 12:30:00	90.9	7.11
LPCR0024	8/13/1997 12:30:00	106.1	7.11
